0,1,2,3,4,5,6,7,8,9,10,11,12
4,ADJF,ADJF,,,,PREP,,,,,1,1
15,NOUN,NOUN,NOUN,,,CONJ,INFN,ADVB,NPRO,ADJF,1,0
3,ADJF,,,,,ADJF,,,,,1,0
17,ADJF,PREP,INFN,NOUN,NOUN,CONJ,NOUN,,,,1,0
12,,,,,,,PREP,NOUN,NOUN,NOUN,1,0
22,ADJF,NOUN,PREP,,NOUN,,,,,,1,0
16,ADJF,NOUN,PREP,NOUN,ADJF,,,,,,1,0
11,NOUN,,NOUN,ADJF,NOUN,NOUN,,,,,1,0
33,NOUN,NOUN,INFN,NOUN,NOUN,PREP,NOUN,NOUN,PREP,NOUN,1,0
3,,,,,,NOUN,PREP,,,,8,0
30,ADJF,NOUN,ADJF,NOUN,ADJF,,,,,,3,0
3,,,,,,NOUN,NOUN,,,,3,0
5,NOUN,ADJF,ADJF,,,NOUN,,,,,1,0
43,NOUN,INFN,ADVB,NOUN,ADJF,PREP,NOUN,NOUN,NOUN,NOUN,3,0
23,NOUN,PREP,NOUN,NOUN,PREP,INFN,PREP,NOUN,INFN,PREP,6,0
14,NOUN,NOUN,NOUN,,,ADJF,ADJF,NOUN,ADJF,NOUN,6,0
16,ADJF,NOUN,PREP,NOUN,NOUN,,,,,,1,0
36,ADVB,,,,,NOUN,INFN,NOUN,ADJF,NOUN,1,0
16,ADJF,NOUN,PREP,NOUN,ADJF,,,,,,1,0
16,ADJF,NOUN,PREP,NOUN,ADJF,,,,,,1,0
36,ADJF,PREP,ADJF,INFN,NOUN,ADJF,ADVB,CONJ,INFN,,10,0
18,NOUN,,NOUN,NOUN,PREP,,NOUN,NOUN,INFN,,3,0
3,,,,,,ADJF,ADVB,,,,1,0
11,ADJF,ADJF,ADJF,ADVB,CONJ,NOUN,ADJF,NOUN,,,1,0
22,PREP,INFN,ADJF,NOUN,NOUN,PREP,NOUN,PREP,NOUN,ADVB,1,0
74,NOUN,CONJ,,ADJF,INFN,INFN,PRCL,ADJF,PREP,NOUN,3,0
23,NOUN,NOUN,ADJF,NOUN,NOUN,ADJF,,NOUN,ADJF,ADJF,1,0
5,NOUN,,,,,NOUN,,NOUN,,,1,0
3,ADJF,INFN,,,,,,,,,2,1
28,PREP,NOUN,PREP,INFN,NOUN,CONJ,NOUN,CONJ,ADJF,NOUN,1,0
28,ADJF,ADJF,INFN,ADVB,NPRO,,ADVB,NOUN,ADVB,INFN,1,0
4,NOUN,ADJF,NOUN,,,,,,,,1,0
16,ADJF,NOUN,PREP,NOUN,ADJF,,,,,,1,0
12,,ADJF,CONJ,CONJ,,PREP,NOUN,ADJF,NOUN,PREP,1,0
11,NOUN,ADJF,,,,ADJF,ADJF,NOUN,,NOUN,1,0
4,NOUN,ADJF,PREP,,,,,,,,1,0
4,PREP,,,,,PREP,NOUN,,,,3,0
3,PREP,,,,,ADJF,,,,,1,0
3,INFN,NOUN,,,,,,,,,1,0
16,NOUN,ADJF,NOUN,NOUN,NUMR,NOUN,,,,,1,0
22,ADJF,NOUN,NOUN,NPRO,,CONJ,ADJF,NOUN,ADJF,NOUN,1,0
3,ADJF,,,,,ADJF,,,,,6,0
31,NOUN,PREP,ADVB,NOUN,PREP,NOUN,NOUN,NOUN,,,6,0
3,,,,,,PREP,NOUN,,,,111,0
24,NOUN,INFN,PRCL,,,NOUN,,,,,1,0
3,,,,,,PREP,NOUN,,,,3,0
12,NOUN,NOUN,ADJF,ADJF,,NOUN,,NOUN,PREP,ADJF,3,0
18,ADJF,NOUN,ADJF,PREP,,CONJ,INTJ,NOUN,ADJF,NOUN,3,0
13,ADJF,NOUN,ADJF,NOUN,,,,,,,1,0
7,,,,,,NOUN,PREP,NOUN,PREP,NOUN,6,0
3,,,,,,NOUN,ADJF,,,,1,0
13,ADVB,INFN,NOUN,NOUN,PREP,NOUN,PREP,NOUN,ADJF,ADJF,1,0
16,NOUN,NOUN,NOUN,ADJF,PREP,PRCL,INFN,NOUN,PREP,ADJF,1,0
10,NOUN,ADJF,NOUN,,NOUN,,,,,,1,0
9,NOUN,NOUN,ADJF,,,ADJF,,NOUN,ADVB,PREP,1,0
6,,,,,,ADJF,,NOUN,ADJF,,3,0
23,ADJF,PREP,NOUN,INFN,ADJF,ADJF,ADJF,NOUN,NOUN,NOUN,6,0
4,NOUN,ADJF,ADJF,,,,,,,,6,0
13,,,,,,INFN,ADVB,ADJF,CONJ,ADJF,1,0
4,,,,,,NOUN,,ADJF,,,1,0
4,,,,,,NOUN,,NOUN,,,1,0
3,,,,,,ADVB,ADJF,,,,1,0
42,ADJF,PREP,INFN,PRCL,NOUN,CONJ,INFN,ADVB,PREP,,6,0
22,NOUN,PREP,NOUN,ADJF,NOUN,NOUN,,,,,1,0
27,NOUN,PREP,NOUN,NOUN,PREP,ADJF,PREP,NOUN,NOUN,PREP,1,0
25,ADJF,NOUN,ADJF,CONJ,ADJF,PREP,NOUN,ADJF,NOUN,INFN,1,0
24,INFN,PRCL,,,INFN,NOUN,NOUN,,,,3,0
8,,,,,,NOUN,NOUN,PREP,NOUN,PREP,1,0
46,PREP,NOUN,INFN,NOUN,ADJF,INFN,NOUN,PREP,ADJF,CONJ,1,0
41,NOUN,VERB,NPRO,INFN,NOUN,CONJ,NOUN,ADJF,NOUN,,1,0
88,NOUN,PREP,NOUN,NOUN,ADJF,PREP,ADJF,NOUN,NOUN,NOUN,6,0
4,NOUN,NOUN,ADJF,,,,,,,,1,0
17,ADJF,PREP,,,,NOUN,NOUN,INFN,NOUN,NOUN,1,0
31,NOUN,PREP,NOUN,ADJF,NOUN,NOUN,NOUN,NOUN,CONJ,,1,0
31,ADJF,NOUN,,NOUN,,NOUN,NOUN,ADJF,ADJF,NOUN,1,0
71,ADJF,NUMR,NOUN,,INTJ,NOUN,,,ADJF,,55,0
16,ADJF,NOUN,PREP,NOUN,ADJF,,,,,,1,0
5,INFN,NOUN,ADJF,ADJF,,,,,,,1,1
3,NOUN,PREP,,,,,,,,,28,0
14,,,,,,INFN,ADJF,NOUN,NOUN,PREP,1,0
19,NOUN,,ADJF,NOUN,,ADJF,ADJF,,NOUN,NOUN,1,0
16,,,,,,ADJF,NOUN,PREP,ADJF,INFN,6,0
3,PREP,,,,,ADJF,,,,,1,0
106,ADJF,ADVB,NOUN,ADJF,NOUN,PREP,NOUN,NOUN,NOUN,PREP,1,0
19,NOUN,INFN,NOUN,NPRO,PREP,ADJF,NOUN,PREP,ADJF,INFN,1,0
29,ADVB,CONJ,NOUN,ADJF,INFN,NOUN,ADJF,ADVB,INFN,PREP,1,0
12,PREP,ADJF,CONJ,NOUN,INFN,NOUN,,,,,1,0
15,ADJF,ADJF,PREP,ADJF,NOUN,ADJF,NOUN,NOUN,NOUN,,1,0
8,NOUN,NOUN,ADJF,,,ADJF,NOUN,,NOUN,,1,0
15,ADJF,NOUN,NOUN,INFN,NOUN,,,,,,3,0
19,,CONJ,ADJF,,NOUN,,,,,,1,0
3,,,,,,ADJF,NOUN,,,,23,0
5,ADJF,NOUN,,,,NOUN,ADJF,,,,1,0
16,ADJF,NOUN,PREP,NOUN,ADJF,,,,,,1,0
3,,,,,,INFN,PREP,,,,1,0
3,NOUN,,,,,NOUN,,,,,1,0
4,NOUN,NOUN,ADJF,,,,,,,,3,1
4,,,,,,NOUN,,NOUN,,,1,0
35,,ADJF,PREP,,ADJF,,PREP,ADJF,,ADJF,1,0
12,,,,,,NOUN,ADVB,INFN,NOUN,NOUN,1,0
12,,,,,,CONJ,PREP,NOUN,NOUN,CONJ,10,0
11,NOUN,NOUN,NOUN,,,PREP,NOUN,NOUN,ADJF,ADJF,3,0
25,NOUN,NOUN,ADJF,PREP,NOUN,NOUN,,NOUN,NOUN,NOUN,1,0
22,ADJF,NOUN,INFN,NOUN,NOUN,NOUN,PREP,,PREP,,10,0
13,ADJF,NOUN,PREP,,,CONJ,NOUN,NOUN,PREP,,1,0
44,NOUN,PREP,INFN,NOUN,NOUN,PREP,,NOUN,NOUN,NOUN,1,0
3,,,,,,INFN,PREP,,,,2,0
4,,,,,,,ADJF,NOUN,,,3,0
4,,,,,,NOUN,NOUN,ADJF,,,1,0
53,NOUN,ADJF,PREP,,,ADJF,ADJF,NOUN,CONJ,INFN,1,0
20,PREP,NOUN,ADJF,ADJF,NOUN,ADJF,ADVB,ADJF,NOUN,NOUN,3,0
5,ADJF,NOUN,PREP,NOUN,,,,,,,440,0
28,PREP,NOUN,ADJF,PREP,NOUN,NOUN,PREP,ADJF,CONJ,ADJF,1,0
13,ADJF,NOUN,NOUN,ADJF,NOUN,ADJF,NOUN,NOUN,PREP,NOUN,3,0
24,INFN,NUMR,PREP,CONJ,NOUN,NOUN,INFN,ADJF,NOUN,NOUN,1,0
6,NOUN,PREP,NOUN,ADJF,ADJF,,,,,,1,0
3,NOUN,,,,,NOUN,,,,,1,0
33,ADJF,NOUN,NOUN,PREP,ADVB,INFN,ADJF,NOUN,,,3,0
3,,,,,,ADJF,NOUN,,,,1,0
4,,,,,,NOUN,NOUN,NOUN,,,1,0
11,PREP,,,,,NOUN,NOUN,NOUN,ADVB,INFN,1,0
19,ADJF,NOUN,PREP,INFN,NOUN,,,,,,1,0
10,NOUN,ADJF,PREP,NOUN,NOUN,,,,,,1,0
3,PREP,,,,,INFN,,,,,1,0
16,ADJF,NOUN,PREP,NOUN,ADJF,,,,,,1,0
5,,,,,,ADJF,NOUN,,NOUN,,3,0
38,PREP,NOUN,CONJ,NOUN,ADJF,,NUMR,NOUN,ADJF,NOUN,1,0
27,NOUN,ADJF,CONJ,NOUN,NOUN,NOUN,CONJ,NOUN,,NOUN,1,0
33,PREP,NOUN,ADJF,PREP,NOUN,INFN,PREP,,INTJ,NOUN,3,0
17,,NOUN,NOUN,,NOUN,,,,,,1,0
4,ADJF,NOUN,ADJF,,,,,,,,1,0
6,,,,,,NOUN,,NOUN,PREP,NOUN,1,0
4,NOUN,NOUN,ADJF,,,,,,,,12,1
11,NOUN,ADJF,NPRO,,,ADVB,,NOUN,ADJF,ADJF,1,0
3,ADJF,ADVB,,,,,,,,,53,0
22,ADJF,PREP,NOUN,PREP,INFN,PRCL,INFN,PREP,ADJF,,1,0
3,,,,,,ADJF,PREP,,,,70,0
29,NOUN,PRCL,CONJ,INFN,NOUN,PREP,NOUN,NOUN,,NUMR,36,0
5,,,,,,INFN,ADJF,,NOUN,,1,0
28,INFN,PRCL,PRCL,,,NOUN,NOUN,,,,3,0
35,,ADJF,,NOUN,,,ADJF,NOUN,PREP,ADJF,21,0
67,NOUN,NOUN,NOUN,NOUN,ADVB,ADJF,NOUN,NOUN,NOUN,NOUN,1,0
9,,,,,,NOUN,ADJF,INFN,PREP,NOUN,1,0
23,INFN,PRCL,,,INFN,NOUN,NOUN,,,,3,0
14,ADJF,CONJ,NOUN,NOUN,PREP,,,,,,1,0
9,NOUN,PREP,NOUN,ADJF,NOUN,,,,,,1,0
4,NOUN,ADJF,,,,NOUN,,,,,1,0
3,,,,,,PREP,NOUN,,,,2,0
5,,,,,,NOUN,NOUN,,NOUN,,1,0
3,,,,,,PREP,INFN,,,,1,0
59,ADJF,NOUN,PREP,,ADJF,NOUN,ADJF,NOUN,NOUN,PREP,1,0
11,INFN,INFN,INFN,,,PREP,ADJF,NOUN,PREP,NOUN,1,0
4,,,,,,PREP,ADJF,NOUN,,,2,0
4,NOUN,ADJF,PREP,,,,,,,,3,0
27,NOUN,PREP,INFN,PREP,NOUN,NOUN,NOUN,NOUN,INFN,CONJ,1,0
3,INFN,NOUN,,,,,,,,,3,0
4,,,,,,NOUN,,NOUN,,,1,0
4,,,,,,NOUN,,NOUN,,,1,0
18,ADJF,CONJ,NOUN,ADJF,CONJ,,,,,,1,0
16,ADJF,NOUN,PREP,NOUN,ADJF,,,,,,1,0
3,NOUN,PREP,,,,,,,,,21,0
3,,,,,,ADJF,NOUN,,,,3,0
7,,,,,,ADVB,,,NOUN,,1,0
7,ADJF,ADJF,,,,PREP,NOUN,,,,1,0
3,PREP,ADJF,,,,,,,,,33,0
36,PREP,INFN,NOUN,ADJF,CONJ,,,,,,1,0
51,NOUN,PRCL,ADJF,NOUN,,NOUN,CONJ,NOUN,INFN,,6,0
7,,,,,,CONJ,NOUN,INFN,PREP,NOUN,3,0
22,PREP,NOUN,NOUN,PREP,NOUN,PREP,NOUN,PREP,NOUN,,3,0
3,,,,,,PREP,NOUN,,,,6,0
22,PREP,NOUN,PREP,ADJF,CONJ,PREP,NOUN,,NOUN,ADJF,1,0
3,,,,,,PREP,NOUN,,,,37,0
10,NOUN,,,,,CONJ,VERB,NOUN,PREP,ADJF,1,0
5,NOUN,NOUN,ADJF,ADJF,,,,,,,3,0
3,,,,,,NOUN,NOUN,,,,9,0
15,NOUN,,,,,PREP,ADJF,NOUN,NOUN,INFN,1,0
3,ADJF,,,,,ADJF,,,,,3,0
8,,,,,,NOUN,NOUN,PREP,NOUN,PREP,1,0
40,ADJF,NOUN,ADJF,ADVB,NOUN,PREP,ADJF,NOUN,NOUN,INFN,1,0
8,,,,,,ADJF,NOUN,NOUN,ADJF,ADJF,1,0
40,CONJ,NOUN,NOUN,,NOUN,NOUN,CONJ,NOUN,CONJ,NOUN,1,0
20,,,,,,NOUN,ADJF,ADJF,NOUN,PREP,1,0
6,ADJF,NOUN,,,,PREP,NOUN,NOUN,,,1,0
19,,NOUN,,PREP,NOUN,NOUN,PREP,NOUN,ADJF,ADJF,10,0
19,ADJF,NOUN,PREP,NOUN,ADJF,PREP,NOUN,NOUN,NOUN,CONJ,3,0
3,NOUN,ADJF,,,,,,,,,1,0
16,ADJF,NOUN,PREP,NOUN,ADJF,,,,,,1,0
21,ADJF,NOUN,NUMR,PREP,INFN,NOUN,NOUN,,,,1,0
3,,,,,,NOUN,PREP,,,,15,0
8,ADJF,ADJF,,NOUN,,NOUN,,NOUN,,,1,0
50,ADJF,INFN,NPRO,PREP,NOUN,NOUN,PREP,ADJF,INFN,PREP,1,0
4,,,,,,ADJF,PREP,ADJF,,,1,0
7,,,,,,NOUN,NOUN,CONJ,NOUN,PREP,1,0
56,ADJF,NOUN,,PREP,INFN,NOUN,INFN,CONJ,INFN,PREP,1,0
11,NOUN,NOUN,NOUN,,,PREP,ADJF,NOUN,PREP,NOUN,3,0
37,ADJF,NOUN,NOUN,NOUN,ADJF,INFN,NUMR,ADJF,CONJ,INFN,3,0
32,ADJF,NOUN,ADJF,NOUN,INFN,CONJ,NOUN,NOUN,ADVB,ADJF,3,0
26,NOUN,PREP,,,,ADJF,ADJF,NOUN,PREP,ADJF,1,0
16,ADJF,NOUN,PREP,NOUN,ADJF,,,,,,1,0
25,ADJF,INFN,,ADJF,NOUN,NOUN,NOUN,NOUN,CONJ,NOUN,1,0
4,,,,,,CONJ,ADJF,NOUN,,,1,0
7,,,,,,NOUN,NOUN,PREP,NOUN,CONJ,3,0
21,NOUN,INFN,NOUN,ADJF,PREP,,,CONJ,,,1,0
3,NOUN,,,,,NOUN,,,,,1,0
7,ADJF,NOUN,ADJF,ADJF,,ADJF,NOUN,,,,1,0
11,ADJF,ADJF,ADJF,,,PREP,ADJF,NOUN,PREP,NOUN,6,0
27,ADJF,,NOUN,NOUN,ADJF,ADJF,NOUN,INFN,NOUN,PREP,1,0
18,,,,,,PREP,ADJF,ADJF,NOUN,NOUN,10,0
27,NOUN,PREP,,,,INFN,ADJF,INFN,NOUN,ADJF,3,0
82,ADJF,ADJF,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,ADJF,10,0
18,NOUN,ADJF,INFN,NOUN,NOUN,ADJF,ADJF,PREP,ADJF,NOUN,1,0
27,NOUN,PREP,ADJF,ADJF,INFN,NOUN,PREP,NOUN,NOUN,NOUN,1,0
42,NOUN,NOUN,ADJF,NOUN,CONJ,NOUN,INFN,,,NOUN,1,0
15,PREP,INFN,NOUN,ADJF,NOUN,ADJF,PREP,NOUN,ADJF,PREP,1,0
3,,,,,,CONJ,NOUN,,,,1,0
28,ADJF,NOUN,NOUN,ADJF,NOUN,INFN,NOUN,ADJF,NOUN,ADJF,1,0
10,NOUN,ADJF,ADJF,,,NOUN,,NOUN,PREP,NOUN,1,0
3,ADJF,,,,,ADJF,,,,,1,0
73,ADJF,PREP,ADJF,INFN,INFN,NOUN,NOUN,,ADJF,ADJF,3,0
19,ADJF,NOUN,PREP,NOUN,ADJF,,,,,,1,0
18,ADJF,NOUN,PREP,NOUN,NOUN,,,,,,1,0
5,ADJF,ADJF,PREP,ADJF,,,,,,,14,0
3,,,,,,CONJ,ADJF,,,,1,0
6,ADJS,NOUN,ADJF,ADJF,,NOUN,,,,,2,0
7,,,,,,INFN,ADJF,ADJF,CONJ,ADVB,1,0
12,NOUN,NOUN,ADJF,,,NOUN,PREP,ADJF,NOUN,ADJF,1,0
4,NOUN,NOUN,ADJF,,,,,,,,35,1
11,PREP,,,NOUN,,CONJ,NOUN,,,,1,0
3,NOUN,ADJF,,,,,,,,,1,1
32,NOUN,PREP,NOUN,NOUN,ADJF,NOUN,ADJF,INFN,NOUN,ADJF,1,0
3,,,,,,ADJF,NOUN,,,,24,0
31,ADJF,PREP,NOUN,NOUN,ADJF,PREP,ADJF,NOUN,ADJF,NOUN,1,0
3,ADJF,PREP,,,,,,,,,19,0
5,ADJF,,,,,NOUN,NOUN,ADJF,,,1,0
17,ADJF,PREP,NOUN,PREP,NOUN,,,,,,1,0
31,CONJ,NOUN,NOUN,ADJF,ADJF,CONJ,CONJ,INFN,ADJF,ADJF,1,0
36,ADJF,ADJF,NOUN,CONJ,NOUN,VERB,ADVB,ADJF,NOUN,CONJ,1,0
3,NOUN,PREP,,,,,,,,,3,0
38,PREP,NOUN,NOUN,PREP,NOUN,NOUN,NOUN,NOUN,INFN,NOUN,1,0
22,ADJF,PREP,ADJF,PREP,NOUN,INFN,PREP,ADJF,NOUN,INFN,1,0
12,ADJF,NOUN,,,,PREP,ADJF,NOUN,NOUN,NOUN,1,0
18,NUMR,NOUN,ADJF,NUMR,NOUN,NOUN,CONJ,ADJF,NOUN,,3,0
23,INFN,PRCL,,,INFN,NOUN,NOUN,,,,3,0
43,ADJF,ADJF,ADJF,NOUN,NOUN,NOUN,ADJF,NOUN,NOUN,NOUN,1,0
27,NOUN,NOUN,NOUN,,,NOUN,NOUN,CONJ,NOUN,,6,0
23,ADJF,PREP,NOUN,ADJF,PREP,INFN,INFN,NOUN,NOUN,ADJF,1,0
32,PREP,NOUN,PREP,,,ADJF,ADJF,NOUN,NOUN,ADVB,1,0
19,ADJF,NOUN,CONJ,NOUN,PREP,PRCL,INFN,NPRO,ADJF,ADJF,6,0
25,INFN,INFN,INFN,,,PREP,NOUN,PREP,NOUN,ADVB,1,0
5,,,,,,INFN,,,NOUN,,1,0
3,NOUN,PREP,,,,,,,,,65,0
8,NOUN,,NOUN,NOUN,,CONJ,INTJ,NOUN,,,1,0
16,ADJF,NOUN,PREP,NOUN,ADJF,,,,,,1,0
6,,,,,,PREP,NOUN,NOUN,ADJF,NOUN,6,0
22,,,,,,NOUN,NOUN,ADJF,NOUN,ADJF,1,0
12,,,,,,NOUN,INFN,,NOUN,ADJF,6,0
3,,,,,,CONJ,INFN,,,,4,0
3,ADJF,PREP,,,,,,,,,1,0
5,ADJF,NOUN,,,,NOUN,ADJF,,,,1,0
5,NOUN,ADJF,,,,ADJF,NOUN,,,,10,0
20,PREP,INFN,NOUN,ADJF,NOUN,NOUN,ADJF,NOUN,INFN,NOUN,6,0
4,,,,,,NOUN,ADVB,INFN,,,5,0
4,NOUN,ADJF,PREP,,,,,,,,2,0
18,ADJF,NOUN,NOUN,ADJF,ADJF,NOUN,NOUN,ADJF,NOUN,NOUN,153,0
18,NOUN,NOUN,PREP,NOUN,ADJF,ADJF,INFN,NOUN,NOUN,PREP,6,0
28,INFN,ADJF,NOUN,PREP,NOUN,PREP,NOUN,ADJF,NOUN,PREP,1,0
12,NOUN,NOUN,ADJF,PREP,NOUN,PREP,ADJF,INFN,NOUN,,3,0
4,,,,,,NOUN,,NOUN,,,1,0
29,ADJF,PREP,INFN,NOUN,ADVB,PREP,NOUN,ADJF,NOUN,PREP,3,0
3,,,,,,NOUN,NOUN,,,,15,0
16,NOUN,,,,,NOUN,ADJF,NOUN,NOUN,PREP,3,0
19,ADJF,NOUN,PREP,NOUN,ADJF,,,,,,1,0
5,ADJF,NOUN,,,,NOUN,ADJF,,,,1,0
4,,,,,,PREP,NOUN,NOUN,,,1,0
3,PREP,NOUN,,,,,,,,,1,0
3,,,,,,INFN,ADJF,,,,2,0
3,,,,,,NOUN,NOUN,,,,4,0
3,NOUN,,,,,NOUN,,,,,2,0
13,NOUN,PREP,NOUN,ADJF,,,,ADJF,NOUN,NOUN,1,0
4,,,,,,NOUN,,NOUN,,,3,0
22,ADJF,CONJ,NOUN,CONJ,NOUN,PREP,NOUN,,,,1,0
4,NOUN,ADJF,,,,GRND,,,,,2,0
17,ADJF,PREP,NOUN,ADJF,PREP,CONJ,INFN,NOUN,NOUN,,1,0
4,,,,,,NOUN,,NOUN,,,1,0
29,,CONJ,ADJF,,,ADJF,NOUN,PREP,NOUN,ADJF,3,0
6,,,,,,NOUN,NOUN,ADJF,NOUN,NOUN,1,0
3,NOUN,PREP,,,,,,,,,1,0
3,PREP,,,,,NOUN,,,,,8,0
30,PREP,,,NOUN,PREP,CONJ,PREP,NOUN,ADJF,NOUN,1,0
46,INFN,NPRO,ADJF,NOUN,NOUN,NOUN,PREP,ADJF,CONJ,NPRO,1,0
12,,,,,,NOUN,INFN,,NOUN,PREP,3,0
17,INFN,NOUN,NOUN,NOUN,ADJF,NOUN,,,,,3,0
19,NOUN,INFN,NOUN,NOUN,PREP,NOUN,PREP,NOUN,NOUN,,1,0
9,NOUN,ADJF,,,,NOUN,,NOUN,ADJF,NOUN,1,0
3,,,,,,INFN,PREP,,,,1,0
12,ADJF,NOUN,ADJF,ADJF,,ADVB,ADJF,NOUN,ADJF,ADJF,6,0
18,NOUN,NOUN,INFN,CONJ,,NOUN,CONJ,NOUN,PREP,ADJF,3,0
3,CONJ,,,,,CONJ,,,,,15,0
4,,,,,,ADJF,CONJ,ADJF,,,6,0
4,,,,,,NOUN,,NOUN,,,1,0
5,,,,,,ADJF,NOUN,ADJF,NOUN,,6,0
3,,,,,,PREP,NOUN,,,,2,0
6,,,,,,NOUN,NOUN,PREP,,NOUN,3,0
13,,,,,,PREP,ADJF,NOUN,PREP,NOUN,3,0
4,NOUN,PREP,,,,NOUN,,,,,1,0
22,ADJF,NOUN,PREP,,NOUN,,,,,,1,0
3,NOUN,ADJF,,,,,,,,,45,0
4,,,,,,NOUN,,NOUN,,,1,0
32,PREP,NOUN,NOUN,ADJF,NOUN,NOUN,ADJF,PREP,NUMR,INFN,1,0
50,PREP,NOUN,,ADJF,NOUN,NOUN,INFN,NOUN,,NOUN,10,0
11,,,,,,NOUN,ADJF,NOUN,ADJF,NOUN,3,0
8,,,,,,NOUN,NOUN,PREP,NOUN,PREP,1,0
3,ADJF,NOUN,,,,,,,,,5,0
3,,,,,,PREP,NOUN,,,,80,0
15,,,,,,INFN,PREP,,NOUN,NOUN,1,0
28,NOUN,NPRO,ADJF,NOUN,NOUN,NOUN,INFN,PREP,,NOUN,1,0
15,,NOUN,PREP,NOUN,PREP,,NOUN,NOUN,ADJF,,3,0
4,,,,,,PREP,NOUN,PREP,,,2,0
5,,,,,,NOUN,NOUN,PREP,ADJF,,3,0
3,,,,,,ADJF,NOUN,,,,9,0
42,ADJF,NOUN,NOUN,ADJF,ADJF,CONJ,NOUN,PREP,NOUN,CONJ,1,0
28,NOUN,,CONJ,,NOUN,NOUN,PREP,NOUN,NOUN,ADJF,10,0
13,,,,,,NOUN,ADJF,NOUN,PREP,NOUN,1,0
21,CONJ,NOUN,INFN,NPRO,PREP,PREP,ADJF,NOUN,NOUN,PREP,3,0
21,INFN,CONJ,NOUN,INTJ,CONJ,NOUN,,,,,1,0
37,ADJF,PREP,ADJF,INFN,NOUN,ADJF,ADVB,CONJ,INFN,,6,0
15,ADJF,NOUN,NOUN,ADJF,NOUN,ADJF,NOUN,INFN,NOUN,NOUN,1,0
3,NOUN,ADJF,,,,,,,,,1,0
23,NOUN,ADJF,NOUN,ADJF,NOUN,NOUN,,,,,3,0
27,CONJ,,,,,NOUN,PREP,ADJF,NOUN,ADJF,1,0
21,ADJF,ADJF,NOUN,ADJF,NOUN,,,,,,3,0
