0,1,2,3,4,5,6,7,8,9,10,11,12
15,NOUN,NOUN,NOUN,ADJF,,CONJ,ADJF,NOUN,NOUN,NOUN,1,0
29,NOUN,NOUN,ADJF,PREP,NOUN,ADJF,ADJF,NOUN,PREP,ADJF,1,0
3,,,,,,ADJF,NOUN,,,,5,0
3,,,,,,CONJ,NOUN,,,,5,0
16,ADJF,NOUN,PREP,NOUN,ADJF,,,,,,1,0
7,,,,,,ADJF,NOUN,ADJF,ADJF,NOUN,1,0
11,ADJF,NOUN,PREP,,,NOUN,NOUN,PREP,NOUN,ADJF,1,0
4,PREP,NOUN,PREP,,,,,,,,1,0
4,,,,,,ADJF,NOUN,ADJF,,,153,0
19,NOUN,CONJ,NOUN,PREP,NOUN,,,,,,3,0
4,,,,,,INFN,PREP,NOUN,,,3,0
13,ADJF,NOUN,ADJF,NOUN,NOUN,PREP,NOUN,PREP,NOUN,PREP,1,0
4,,,,,,NOUN,,NOUN,,,4,0
23,ADJF,NOUN,CONJ,NOUN,PREP,PREP,NOUN,CONJ,NOUN,NOUN,10,0
43,PREP,NOUN,INFN,NOUN,NOUN,CONJ,INFN,PREP,NUMR,NOUN,6,0
16,ADJF,NOUN,PREP,NOUN,ADJF,,,,,,1,0
16,ADJF,NOUN,PREP,NOUN,ADJF,,,,,,1,0
3,NOUN,PREP,,,,,,,,,2,1
3,NOUN,,,,,NOUN,,,,,1,0
9,,,,,,NOUN,PREP,ADJF,ADJF,NOUN,1,0
16,ADJF,NOUN,PREP,NOUN,ADJF,,,,,,1,0
35,ADVB,NOUN,NOUN,PREP,NOUN,NOUN,INFN,PREP,NOUN,CONJ,1,0
4,,,,,,NOUN,,NOUN,,,3,0
11,,,,,,NOUN,NOUN,,NOUN,NOUN,1,0
16,ADJF,NOUN,NOUN,NOUN,,INFN,PREP,NPRO,PREP,ADJF,1,0
19,PREP,NOUN,NOUN,PREP,NOUN,NOUN,,,,,1,0
19,NOUN,ADJF,NOUN,ADJF,ADJF,NOUN,NOUN,,NOUN,,1,0
26,ADJF,ADJF,NOUN,ADJF,NOUN,NOUN,,,,,1,0
8,ADJF,ADJF,NOUN,NOUN,GRND,ADJF,,,,,3,0
8,,,,,,NOUN,NOUN,ADJF,,PREP,3,0
16,ADJF,NOUN,PREP,NOUN,ADJF,,,,,,1,0
16,ADJF,NOUN,PREP,NOUN,ADJF,,,,,,1,0
14,NOUN,ADJF,,,,ADJF,,NOUN,ADVB,INFN,1,0
16,ADJF,NOUN,NOUN,NOUN,NOUN,NOUN,PREP,NOUN,INFN,PREP,6,0
11,NOUN,ADJF,,,,NOUN,,NOUN,INFN,NOUN,1,0
17,NOUN,ADJF,ADJF,NOUN,NUMR,INFN,,NOUN,ADJF,CONJ,1,0
8,,,,,,ADJF,NOUN,PREP,NOUN,PREP,1,0
33,ADJF,NOUN,PREP,NOUN,PREP,INFN,NOUN,NOUN,ADJF,NOUN,21,0
16,ADJF,NOUN,PREP,NOUN,ADJF,,,,,,1,0
33,ADJF,ADJF,CONJ,NOUN,PREP,ADJF,INFN,NOUN,PREP,NOUN,1,0
3,,,,,,CONJ,INTJ,,,,20,0
26,NOUN,PREP,NOUN,ADJF,INFN,ADJF,ADJF,NOUN,INFN,NOUN,1,0
17,ADJF,NOUN,PREP,NOUN,,,,,,,1,0
16,ADJF,NOUN,PREP,NOUN,ADJF,,,,,,1,0
14,,,,,,PREP,NOUN,PREP,NPRO,PREP,1,0
25,NOUN,ADJF,ADJF,CONJ,ADVB,INFN,PREP,,,NOUN,1,0
3,ADJF,NOUN,,,,,,,,,1,0
24,NOUN,ADJF,PREP,,,INFN,INFN,NOUN,,ADJF,3,0
3,,,,,,PREP,NOUN,,,,4,0
3,NOUN,,,,,,,,,,4,0
3,INFN,NOUN,,,,,,,,,1,0
27,ADJF,INFN,NOUN,ADVB,NOUN,ADJF,NOUN,CONJ,ADVB,ADJF,3,0
6,NOUN,ADJF,,,,NOUN,,NOUN,,,1,0
3,,,,,,ADJF,NOUN,,,,5,0
16,,,,,,NOUN,,ADJF,,ADJF,1,0
25,ADJF,PREP,INFN,ADJF,PREP,ADVB,ADVB,INFN,ADVB,ADJF,1,0
12,PREP,ADJF,NOUN,PREP,NOUN,ADJF,NOUN,,,,1,0
16,ADJF,NOUN,PREP,NOUN,ADJF,,,,,,1,0
4,NOUN,ADJF,,,,NOUN,,,,,2,0
5,,,,,,NOUN,ADVB,NOUN,INFN,,1,0
18,ADJF,ADVB,NOUN,NPRO,NOUN,PREP,NOUN,PREP,ADJF,NOUN,3,0
14,NOUN,NOUN,NOUN,ADJF,,INFN,,NOUN,NOUN,NOUN,1,0
3,ADJF,,,,,ADJF,,,,,3,0
24,PREP,INFN,CONJ,NOUN,CONJ,NOUN,,NOUN,CONJ,NOUN,1,0
35,NOUN,ADJF,NOUN,ADJF,ADJF,NOUN,,NOUN,INFN,ADJF,1,0
14,ADJF,PREP,NOUN,NOUN,NOUN,CONJ,NOUN,NOUN,ADJF,NOUN,6,0
17,NOUN,NOUN,ADJF,NOUN,,,NOUN,PREP,NOUN,NOUN,1,0
22,INFN,NOUN,NUMR,PREP,NOUN,CONJ,PREP,NUMR,ADJF,NOUN,1,0
27,ADJF,INFN,NOUN,ADVB,NOUN,CONJ,ADVB,ADJF,,,3,0
58,,,,,,PRCL,INFN,ADJF,NOUN,CONJ,1,0
9,,,,,,NOUN,CONJ,CONJ,PREP,ADJF,6,0
25,NOUN,NOUN,NOUN,,,INFN,ADJF,ADJF,NOUN,PREP,1,0
16,ADJF,NOUN,PREP,NOUN,ADJF,,,,,,1,0
5,ADJF,,,,,ADJF,NOUN,ADJF,,,1,0
3,,,,,,CONJ,NOUN,,,,1,0
4,,,,,,NOUN,CONJ,NOUN,,,1,0
31,INFN,NOUN,INFN,ADVB,NOUN,ADJF,NOUN,NOUN,ADJF,INFN,1,0
3,PREP,,,,,INFN,,,,,8,0
5,,,,,,CONJ,NOUN,NOUN,ADJF,,1,0
6,NOUN,,NOUN,ADJF,,NOUN,,,,,3,0
15,ADJF,NOUN,ADJF,NOUN,ADJF,,,,,,3,0
3,PREP,,,,,INFN,,,,,2,0
72,NOUN,PREP,INFN,NOUN,PREP,ADJF,ADVB,INFN,NOUN,NOUN,3,0
21,,,,,,NOUN,NOUN,ADJF,CONJ,NOUN,1,0
3,,,,,,INFN,PREP,,,,9,0
13,,,,,,NOUN,NOUN,ADJF,NOUN,NOUN,153,0
49,NOUN,NPRO,INFN,INFN,NOUN,ADJF,NOUN,NOUN,NOUN,NOUN,3,0
16,ADJF,NOUN,PREP,NOUN,ADJF,,,,,,1,0
14,,,,,,NOUN,ADJF,NOUN,ADJF,NOUN,1,0
6,,,,,,PREP,,NOUN,PREP,NOUN,1,0
16,ADJF,,NOUN,NOUN,,NOUN,PREP,NOUN,NOUN,ADJF,3,0
3,,,,,,ADVB,PREP,,,,41,0
27,NOUN,CONJ,NOUN,PREP,CONJ,PREP,NOUN,ADJF,NOUN,,1,0
35,NOUN,NOUN,ADJF,INFN,ADVB,NOUN,,NOUN,PREP,ADJF,1,0
3,NOUN,,,,,NOUN,,,,,1,0
3,,,,,,ADJF,NOUN,,,,1,0
9,PREP,INFN,NOUN,ADJF,NOUN,NOUN,,,,,1,0
7,NOUN,ADJF,ADJF,,,NOUN,,NOUN,,,3,0
10,INFN,NOUN,ADJF,PREP,,NOUN,INFN,NOUN,CONJ,NOUN,6,0
34,NOUN,PREP,NOUN,NOUN,NOUN,PREP,NOUN,CONJ,NOUN,NOUN,6,0
54,,,,,,ADJF,ADJF,NOUN,NOUN,INFN,6,0
24,CONJ,PRED,NOUN,CONJ,INFN,NOUN,INFN,NOUN,,,1,0
17,ADJF,NOUN,NOUN,PREP,NOUN,,,,,,1,0
12,ADJF,NOUN,ADJF,NOUN,NOUN,,,,,,1,0
3,,,,,,PREP,ADJF,,,,3,0
51,ADJF,PREP,,ADJF,INFN,PREP,NOUN,NOUN,PREP,INFN,3,0
3,,,,,,NOUN,PREP,,,,1,0
4,,,,,,PREP,,NOUN,,,2,0
41,ADJF,ADJF,INFN,NOUN,PREP,NOUN,NOUN,NOUN,ADJF,ADJF,21,0
16,NOUN,NOUN,NOUN,,,PREP,NOUN,PREP,NOUN,NOUN,1,0
38,ADJF,PREP,NOUN,NOUN,PREP,CONJ,ADJF,NOUN,PREP,NOUN,1,0
73,INFN,ADVB,ADJF,PREP,CONJ,PREP,NOUN,CONJ,NOUN,PREP,3,0
5,,,,,,,NOUN,ADJF,NOUN,,1,0
10,NOUN,NOUN,NOUN,,,PREP,ADJF,NOUN,ADJF,NOUN,1,0
5,ADJF,NOUN,,,,NOUN,ADJF,,,,1,0
30,ADJF,ADVB,,,,NOUN,,NOUN,PREP,ADJF,1,0
17,NOUN,ADJF,PREP,ADJF,NOUN,NOUN,NOUN,NOUN,NOUN,,1,0
3,,,,,,PREP,NOUN,,,,17,0
16,ADJF,NOUN,PREP,NOUN,ADJF,,,,,,1,0
27,NUMR,,,NOUN,NOUN,NOUN,PREP,NOUN,NOUN,ADJF,3,0
3,,,,,,INFN,PREP,,,,70,0
37,NOUN,NOUN,PREP,NOUN,NOUN,NOUN,NOUN,NOUN,CONJ,ADJF,21,0
18,NOUN,ADJF,ADJF,CONJ,,NOUN,,NOUN,,,1,0
13,NOUN,NOUN,PREP,NOUN,CONJ,,,,,,1,0
10,,,,,,NOUN,ADJF,NOUN,,NOUN,1,0
15,PREP,NOUN,ADJF,CONJ,NOUN,ADJF,NOUN,,,,1,0
64,PREP,ADJF,ADJF,CONJ,ADJF,ADJF,ADVB,INFN,NOUN,CONJ,10,0
20,ADJF,,,PREP,NOUN,INFN,NOUN,,NOUN,,3,0
32,NOUN,ADJF,NOUN,NUMR,PREP,NOUN,PREP,NOUN,NOUN,PREP,3,0
58,ADJF,PREP,INFN,NOUN,ADJF,INFN,PREP,ADJF,NOUN,INFN,3,0
32,PREP,NOUN,PREP,NOUN,ADJF,ADVB,PREP,NOUN,NOUN,CONJ,1,0
4,,,,,,ADJF,ADJF,NOUN,,,37,0
5,,,,,,PREP,NOUN,ADJF,NOUN,,1,0
16,ADJF,ADJF,NOUN,ADJF,ADJF,CONJ,ADJF,NOUN,NOUN,PREP,1,0
20,PREP,INTJ,,NOUN,NOUN,PREP,,INTJ,,,1,0
38,NOUN,NOUN,INFN,ADVB,CONJ,ADJF,CONJ,NOUN,,NOUN,1,0
4,NOUN,,,,,NOUN,NOUN,,,,1,0
5,ADJF,NOUN,,,,NOUN,ADJF,,,,1,0
3,NOUN,PREP,,,,,,,,,18,0
7,,,,,,ADJF,ADJF,NOUN,PREP,ADJF,4,0
5,ADJF,NOUN,,,,NOUN,ADJF,,,,1,0
6,,,,,,PREP,ADJF,NOUN,ADJF,NOUN,2,0
6,,,,,,NOUN,,NOUN,PREP,NOUN,3,0
12,NOUN,NOUN,NOUN,,,PREP,NOUN,ADJF,NOUN,ADVB,1,0
23,NOUN,PREP,NOUN,PREP,NOUN,NOUN,,,,,3,0
4,ADJF,NOUN,PREP,,,,,,,,481,0
3,,,,,,ADJF,NOUN,,,,1,1
15,INFN,NOUN,PREP,NOUN,NOUN,NOUN,PREP,ADJF,NOUN,NOUN,6,0
12,NOUN,,NOUN,NOUN,NOUN,NOUN,NOUN,CONJ,NOUN,PREP,1,0
5,NOUN,ADJF,ADJF,,,ADJF,,,,,1,0
41,ADJF,,,,,INFN,NOUN,ADJF,NOUN,INFN,1,0
12,NOUN,,,,,ADJF,NOUN,PREP,NOUN,PREP,3,0
25,ADJF,ADJF,NOUN,ADJF,NOUN,PREP,NOUN,ADJF,ADJF,NOUN,1,0
5,NOUN,NOUN,PREP,NOUN,,,,,,,1,0
9,,,,,,,NOUN,,NOUN,CONJ,3,0
41,CONJ,NOUN,ADJF,,ADJF,CONJ,ADVB,NOUN,INFN,PREP,28,0
24,ADJF,NOUN,ADJF,PREP,NOUN,CONJ,INFN,ADJF,PREP,NOUN,1,0
3,,,,,,PREP,ADJF,,,,6,0
25,ADJF,NOUN,NOUN,NOUN,NOUN,ADJF,NOUN,NOUN,PREP,ADJF,3,0
41,,NOUN,,NOUN,NOUN,NOUN,NOUN,ADJF,ADJF,CONJ,3,0
7,NOUN,NOUN,,,,NOUN,NOUN,CONJ,ADJF,,1,0
25,ADJF,NOUN,NOUN,ADJF,NOUN,PREP,NOUN,NOUN,NOUN,ADJF,1,0
35,ADJF,PREP,NOUN,ADJF,PREP,VERB,ADJF,ADVB,ADJF,PRCL,3,0
12,,,NOUN,ADJF,NOUN,NOUN,,,NOUN,,3,0
13,ADJF,NOUN,NOUN,NOUN,,ADJF,NOUN,ADJF,NOUN,ADJF,3,0
42,CONJ,NOUN,NOUN,NOUN,,PREP,NOUN,NOUN,PREP,NOUN,1,0
32,NOUN,ADJF,PREP,NOUN,ADJF,NOUN,ADVB,INFN,ADJF,NOUN,1,0
30,NOUN,ADJF,ADJF,,,NOUN,,NOUN,PREP,NOUN,1,0
22,NOUN,,NUMR,NOUN,NOUN,PREP,NOUN,NOUN,CONJ,ADJF,6,0
18,ADJF,NOUN,ADJF,PREP,NOUN,PREP,NOUN,NOUN,NOUN,,1,0
44,ADVB,NOUN,PREP,ADJF,,ADVB,ADJF,NOUN,ADVB,NOUN,1,0
5,,,,,,PREP,ADJF,NOUN,NOUN,,6,0
25,NOUN,PREP,PRCL,INFN,ADJF,,CONJ,PREP,ADJF,NOUN,1,0
12,NOUN,NOUN,NOUN,,,PREP,NOUN,ADJF,ADJF,NOUN,1,0
17,CONJ,NOUN,ADJF,PREP,NOUN,PREP,INFN,NOUN,,,1,0
3,NOUN,,,,,NOUN,,,,,1,0
4,NOUN,PREP,NUMR,,,,,,,,2,0
19,ADJF,NOUN,INFN,NOUN,PREP,,NOUN,NOUN,,NOUN,28,0
20,NOUN,NOUN,ADJF,ADJF,PRCL,NOUN,,NOUN,INFN,PREP,1,0
10,PREP,INFN,NOUN,ADJF,NOUN,,,,,,3,0
14,,,,,,NOUN,NOUN,PREP,NOUN,ADJF,1,0
15,NUMR,,,,,NOUN,NOUN,NOUN,PREP,ADJF,3,0
4,,,,,,NOUN,,NOUN,,,2,0
11,INFN,NOUN,NOUN,PREP,,PREP,NOUN,INFN,PREP,NOUN,1,0
3,,,,,,PREP,NOUN,,,,23,0
10,NOUN,,,,,INFN,INFN,PREP,NOUN,ADJF,1,0
4,,,,,,NOUN,PREP,ADJF,,,1,0
22,NOUN,ADJF,CONJ,NOUN,NOUN,,,,,,1,0
4,,,,,,NOUN,,NOUN,,,2,0
16,ADJF,NOUN,PREP,NOUN,NOUN,,,,,,1,0
3,,,,,,ADJF,ADJF,,,,4,0
8,,,,,,NOUN,NOUN,PREP,NOUN,PREP,1,0
12,NOUN,NOUN,ADJF,,,GRND,,NOUN,INFN,PREP,1,0
15,ADJF,,,,,ADJF,NOUN,NOUN,CONJ,NOUN,1,0
3,,,,,,NOUN,INFN,,,,15,0
6,NOUN,ADJF,,,,NOUN,,NOUN,,,1,0
27,NOUN,ADJF,NOUN,ADJF,,NOUN,,NOUN,INFN,PREP,1,0
38,NOUN,PREP,CONJ,NOUN,ADJF,CONJ,NOUN,NOUN,INFN,PREP,3,0
11,ADJF,NOUN,ADJF,NOUN,ADJF,,,,,,1,0
3,,,,,,INFN,NOUN,,,,1,0
29,PREP,INFN,NOUN,ADJF,ADJF,PREP,NOUN,PREP,NOUN,NOUN,1,0
16,ADJF,NOUN,PREP,NOUN,ADJF,,,,,,1,0
19,ADJF,NOUN,PREP,NOUN,ADJF,,,,,,1,0
3,,,,,,CONJ,NOUN,,,,6,0
19,CONJ,NOUN,NOUN,NOUN,NOUN,PREP,NOUN,ADJF,NOUN,PREP,3,0
24,INFN,PRCL,,,INFN,NOUN,NOUN,,,,3,0
3,NOUN,ADJF,,,,,,,,,1,0
21,NOUN,ADJF,PREP,INFN,NOUN,PREP,NOUN,,,,10,0
31,,,,,,,NOUN,ADJF,NOUN,NOUN,1,0
21,ADJF,,NOUN,,,,NOUN,,ADJF,NOUN,3,0
20,,,,,,NOUN,,NOUN,PREP,NOUN,36,0
41,PREP,ADJF,CONJ,ADJF,NOUN,ADJF,CONJ,ADJF,INFN,ADJF,3,0
37,ADJF,NOUN,PREP,,CONJ,CONJ,ADJF,,PREP,NOUN,21,0
3,,,,,,PREP,NOUN,,,,3,0
15,PREP,NOUN,CONJ,,NOUN,,,,,,3,0
24,,,,,,NOUN,,NPRO,PRCL,NOUN,10,0
20,ADJF,NOUN,,PREP,NOUN,NOUN,PREP,ADJF,NOUN,NOUN,1,0
7,,,,,,NOUN,,NOUN,ADJF,NOUN,3,0
25,PREP,NOUN,NOUN,INFN,INFN,ADJF,NOUN,NOUN,ADJF,NOUN,1,0
3,,,,,,NOUN,ADJF,,,,5,0
31,INFN,PRCL,NOUN,,,NOUN,NOUN,,,,1,0
31,ADJF,NOUN,PREP,ADJF,NOUN,NOUN,PREP,NOUN,CONJ,NOUN,1,0
16,NOUN,,NOUN,ADJF,NOUN,NOUN,CONJ,ADJF,NOUN,,1,0
5,NOUN,NOUN,PREP,NOUN,,,,,,,1,0
16,PREP,,,,,PREP,NOUN,,NOUN,ADJF,1,0
24,PREP,,,,,NOUN,PREP,NOUN,PREP,NOUN,1,0
8,,,,,,NOUN,NOUN,PREP,NOUN,PREP,1,0
11,ADJF,PREP,NOUN,NOUN,NOUN,ADVB,PREP,NOUN,NOUN,,3,0
5,,,,,,ADJF,NOUN,PREP,NOUN,,6,0
18,ADJF,CONJ,NOUN,NOUN,ADJF,PREP,NOUN,CONJ,NOUN,PREP,1,0
20,PREP,INFN,NOUN,ADJF,PREP,NOUN,PREP,NOUN,CONJ,NOUN,1,0
6,,,,,,NOUN,PREP,NOUN,INFN,PREP,12,0
3,,,,,,INFN,PREP,,,,1,0
3,,,,,,INFN,PREP,,,,1,0
24,NOUN,NOUN,ADJF,PREP,INFN,ADJF,ADJF,,PREP,NOUN,6,0
43,INFN,ADJF,PREP,NOUN,NOUN,,ADJF,,INFN,ADJF,6,0
14,PREP,ADVB,,PREP,NOUN,PREP,,PREP,,,1,0
3,,,,,,ADJF,NOUN,,,,2,0
12,PREP,,,,,INFN,CONJ,NOUN,NOUN,NOUN,1,0
6,,,,,,NOUN,PREP,ADJF,ADJF,NOUN,6,0
23,ADJF,INFN,NOUN,ADVB,NOUN,ADJF,NOUN,CONJ,ADVB,ADJF,1,0
16,ADJF,PREP,NOUN,,ADJF,INFN,,,,,1,0
8,NOUN,NOUN,NOUN,INFN,NOUN,INFN,PREP,,,,1,0
14,PREP,ADJF,NOUN,NOUN,PREP,ADJF,CONJ,ADJF,,,3,0
16,ADJF,NOUN,PREP,NOUN,NOUN,,,,,,1,0
12,NOUN,NOUN,ADJF,NOUN,,NOUN,NOUN,NOUN,NOUN,NOUN,1,0
24,NOUN,ADJF,ADJF,PREP,NOUN,NOUN,,,PREP,NOUN,3,0
11,,,,,,PREP,NOUN,ADJF,NOUN,NOUN,1,0
17,NOUN,NOUN,NOUN,NOUN,,NOUN,ADJF,NOUN,PREP,NOUN,1,0
4,,,,,,INFN,PREP,NOUN,,,1,0
15,CONJ,NOUN,NOUN,PREP,ADJF,,,,,,4,0
14,,ADJF,ADVB,NOUN,ADJF,NOUN,,NOUN,,,1,0
3,NOUN,ADJF,,,,,,,,,31,0
4,NOUN,ADJF,,,,NOUN,,,,,2,0
24,NOUN,NOUN,NOUN,ADJF,ADVB,ADJF,NOUN,CONJ,,,3,0
7,NOUN,ADJF,,,,NOUN,NOUN,,NOUN,,1,0
5,,,,,,NOUN,PREP,,NOUN,,1,0
4,,,,,,NOUN,,NOUN,,,5,0
4,NOUN,ADJF,,,,ADJF,,,,,1,0
7,ADJF,NOUN,PRTF,PREP,,INFN,PREP,,,,10,0
14,ADJF,ADJF,,,,NOUN,ADJF,NOUN,,,1,0
3,ADJF,,,,,ADJF,,,,,1,0
14,,,,,,PREP,ADJF,NOUN,PREP,NOUN,3,0
16,ADJF,NOUN,PREP,NOUN,ADJF,,,,,,1,0
3,,,,,,NOUN,CONJ,,,,6,0
5,ADJF,NOUN,,,,NOUN,ADJF,,,,1,0
16,ADJF,NOUN,PREP,NOUN,ADJF,,,,,,1,0
12,ADJF,PREP,NOUN,NOUN,ADJF,CONJ,NOUN,,,,1,0
28,ADJF,NOUN,NOUN,NOUN,ADJF,CONJ,NOUN,ADJF,,,1,0
24,PREP,NOUN,PREP,NOUN,ADVB,NOUN,ADJF,CONJ,NOUN,ADVB,1,0
11,,,,,,CONJ,ADJF,NOUN,NOUN,NOUN,4,0
9,ADJF,,,,,PREP,NOUN,NOUN,ADJF,NOUN,1,0
28,NOUN,PREP,INFN,ADVB,NOUN,CONJ,INFN,,NOUN,ADJF,1,0
12,PREP,NOUN,NOUN,PREP,VERB,NOUN,PRCL,ADJF,NOUN,NOUN,1,0
5,NOUN,CONJ,NOUN,PREP,,,,,,,1,0
12,,,,,,NOUN,ADJF,ADJF,NOUN,NOUN,1,0
30,NOUN,PREP,NOUN,ADJF,ADJF,,,,,,1,0
31,PREP,NOUN,ADJF,ADJF,CONJ,CONJ,NOUN,CONJ,NOUN,,3,0
3,NOUN,ADJF,,,,,,,,,3,0
26,NOUN,,NOUN,ADJF,NOUN,ADJF,PREP,NOUN,CONJ,NOUN,3,0
7,NOUN,ADJF,NOUN,ADJF,,NOUN,NOUN,,,,8,0
23,PREP,INFN,,,,PREP,NOUN,PREP,,PREP,1,0
28,NOUN,NOUN,PREP,NOUN,CONJ,CONJ,INFN,NOUN,PREP,NOUN,1,0
8,NOUN,PREP,,,,NOUN,PREP,NOUN,NOUN,NOUN,1,0
3,,,,,,ADJF,NOUN,,,,4,0
5,,,,,,PREP,NOUN,ADJF,NOUN,,4,0
4,,,,,,PREP,NOUN,NOUN,,,3,0
13,,NOUN,,NOUN,ADJF,,,,,,1,0
14,PREP,,PREP,NOUN,PREP,ADJF,ADVB,ADJF,NOUN,,1,0
3,,,,,,ADJF,NOUN,,,,3,0
4,NOUN,ADJF,,,,NOUN,,,,,45,0
4,NOUN,PREP,INFN,,,,,,,,2,0
3,ADJF,ADJF,,,,,,,,,2233,0
23,ADJF,,,,,ADJF,NOUN,PREP,NOUN,NOUN,1,0
3,NOUN,,,,,NOUN,,,,,1,0
4,,,,,,PREP,NOUN,NOUN,,,10,0
19,NOUN,CONJ,CONJ,ADJF,PREP,PREP,ADJF,,,PREP,1,0
30,NOUN,NOUN,NOUN,NOUN,NOUN,ADJF,ADJF,NOUN,ADJF,NOUN,1,0
17,PREP,NOUN,PREP,ADJF,NOUN,ADJF,ADJF,NOUN,PREP,ADJF,1,0
36,ADJF,NOUN,ADJF,CONJ,NOUN,,,,,,1,0
50,ADJF,NOUN,PREP,INFN,NOUN,,NOUN,NOUN,NOUN,,66,0
33,NOUN,PREP,INFN,INFN,NOUN,ADVB,NPRO,CONJ,INFN,ADJF,6,0
26,ADJF,NOUN,ADJF,NOUN,NOUN,CONJ,CONJ,ADJF,CONJ,ADJF,1,0
15,ADJF,NOUN,ADJF,ADJF,NOUN,PREP,NOUN,NOUN,NOUN,PREP,3,0
26,ADJF,NOUN,PREP,,,INFN,NOUN,NOUN,NOUN,ADJF,1,0
5,,,,,,INFN,ADJF,ADJF,NOUN,,1,0
50,NOUN,NOUN,NOUN,,,CONJ,NOUN,ADJF,NOUN,PREP,10,0
25,NOUN,ADJF,NOUN,NOUN,PREP,NOUN,,NOUN,,,1,0
5,ADJF,NOUN,,,,NOUN,ADJF,,,,1,0
5,,,,,,CONJ,NOUN,ADJF,NOUN,,6,0
5,ADJF,NOUN,,,,NOUN,ADJF,,,,1,0
3,NOUN,PREP,,,,,,,,,3,0
3,ADJF,,,,,ADJF,,,,,1,0
3,NOUN,PREP,,,,,,,,,2,0
10,ADJF,NOUN,NOUN,NOUN,,NOUN,NOUN,PREP,ADJF,NOUN,1,0
6,ADJF,NOUN,NOUN,NOUN,ADJF,,,,,,1,0
3,NOUN,,,,,NOUN,,,,,1,0
4,,,,,,NOUN,,NOUN,,,4,0
33,ADJS,NOUN,NOUN,ADJF,PREP,NOUN,NOUN,NOUN,NOUN,,1,0
17,,,,,,NOUN,,NOUN,PREP,NOUN,1,0
3,,,,,,PREP,NOUN,,,,27,0
15,NOUN,PREP,NOUN,INFN,PREP,NOUN,ADJF,NOUN,,,36,0
